filename,text
minuman (1143).jpg,"La O ae eCeGUa (NUTRITION FACTS) Takaran Saji 200ml (1 Kotak) Serving Size 200ml/ 6.76f.0z (1 Pack) 14 Sajian per Kemasan 14 Serving per Container JUMLAH PER SAJIAN (AMOUNT PER SERVING) Energi Total 50 kkal Energi dari Lemak Okkal Total Energy SOkcal Energy from Fat Okcal %6AKG/C6DV* Lemak Total (Total Fat) 0 % Lemak Jenuh 0% Protein 0% Karbohidrat Total 9 {Total Carbohydrate) Gula (Sugars) Garam (Natrium)(Sodium) 10 mg 19 Persen AKG berdasarkan Keoutenen erer 24c0kkal Keowvnen enerandamurakh lebirs tingghataulebh rendat Vetcert Drlly Vahies <u? brsexd&n4 2 150 {436rie diet (Jawi,~Jkv"" (Vuy  <~4 $: ''""Vvn  ka ' 44v76 Komnocisi Air Gula Tek Melti? 50) Vmtamin € 09 09 0 9 129 119 3 (86f"
minuman (1144).jpg,"INFORMASI NILAI GIzVNUtRitiON Hakaran saji a3OmV Serving Slze 380ml Sajian Per Kerasam/ 1 pBr JUMLAH PER SA IINAMOUNT Rea SeRVNG Energi Total b0Wal EnergidLemak Okkal Cabies 130kca Calies %om Fot Okcal %AKG   %Dv"" Lemak Total Total Fat 0% Lemak Jenuh/Saturated Fat 0% Protein/Proteln 094 Karbohidrat TotaVtotal Carbohydra @ 109 Gula/Sugar} 31 9 Garam (NbatvuNV Y J (Sodium) 175 mg 596 Persen AXG aeoasarkan Keputuhan energi 2150kkal Kelouarag n energ anda mungkin Ieblh tinggi atal eel cedlah: Percent Deilly ""ajmuexy are bered on & 2150 caloree diet YouachllVajples may 09 higher or lower depending on Youealorie needs Conrzy,t UsIKontak Kami Mobffe/Hp: 08551 FACT? Serving Packaga 34 0 tebssodalD 47677 ."
minuman (1145).jpg,"INFORMASI NILAI GIzVNUtRitiON Hakaran saji a3OmV Serving Slze 390ml Sajian Per Kerasam/ 1 pBr JUMLAH PER SAIINAMOUNT Rea SERMNG Energi Todal bwa Energidk Lenek Okkal Caloras To0kca Calies vemFat Okcal %AKG   %Dv' Lemak Total Total Fat 0% Lemak Jenuh/Saturated Fat 0% Protein/Protein 0%6 Karbohidrat TotaVtotal Carbohydra @ 109 Gula/Sugar} 31 9 Garam (NatruuN SJ (Sodium) 175 mg 596 Persen AXG aeoasarkan Keputuhan energi 2150kkal Kelbuarag n energ anda mungkin Ieblh tinggi atau Jeel edlah: Percent Deilly ""ajmue y are bered on & 2150 caloree diet YourachllVajlles may 09 higher or lower depending on Youealorie needs Conizy , UsIKontak Kami Mobile/Hp: 08551 FACT? Serving Packaga 34 0 tebssodalD 47677,"
minuman (1146).jpg,"INFORMASI NIL AI GizvnutritiON akaran saji 330mV Size 330ml Sajian Per Kemasam/ 1 pBT IJUMLAH PER SAJIANAMOUNT R3a Energi Total Doowel Energic [ M0ek Okkal Calnes 130kca Caloies tom Fet %AKG %0v"" Lemak Total Total Fat 0% Lemak Jenuh/Seturated Fat 0% Protein/Protein 0% Karbohidrat TotaVrotal Carbohydha @ 34-9 10% Gula/Suge) ! 31 9 Garam (Natjunyralt (Sodium) 775 mg 59 Persen AWC-8eezarkan 'ebuluhan energi 2150kkal, 8rora@ energ) anda mungkin labin tinggi atau ~laiadan: Percens Deili 7Elu-S are beIed on a 2150 caloraa diet  Your cel  ejlzes mayo8 highar & lower dependlag onyya] calore needs Gort us/Kontak Kami fl RapbifeyHp: 0855147877 ) FACTS Serving Serving Package SERMNG Okca tebssodalD"
minuman (1147).jpg,"INFORMASI NIL AI GizvNutritiON akaran saji 330mV Slze 330ml Sajian Per Kemasan/ 1 pBT IJUMLAH PER SAJIANAMOUNT RBA Energi Total joowa Energi dliLerek Okkal Calones I30ka CalneseFat %AKG %0v"" Lemak Total Total Fat 0% Lemak Jenuh/Seturated Fat 0%6 Protein/Protein 0%6 Karbohidrat TotaVrotal Carbohydra 0 34-9 10%5 Gula/Sugar ! 31 9 Garam (Natrijunrcalt (Sodium) 775 mg 596 Persen AKC-Beroasarkan 'ebutuhan energi 2150kkalr KBrorrkan energi) anda mungkin labin tinggi atau JAxlakyadan: Percenr Mallues are bsed on &,2150 calorea diet Your okily jlbes mayo8 highar &r lower dependlng on yawjcalore needs: Conreot us/Kontak Kami F Mabile/Hp: 0855117677 ) FACTS Serving Serving Packaga SERMNG Okcal Dailly tebssodalD"
minuman (1148).jpg,"Konsentra INFORMASI NILAI GIZI Kation Q Takaran saji: 250 mL Nat 1,5 Sajian per Kemasan JUMLAH PERSAJIAN Ca2t Energi Total 60 kkal Mg2t %AKG* Lemak Total 0% BPOM RL Lemak Jenuh 0% MINUMAI Protein 0% Isi bersih Karbohidrat Total 5% Li Gula Garam (natrium) 120 mg 8% 0 Cc Porsen AKG bordasarkan kobutuhan Dil energi 2150 kkal. Kobutuhan onergi Otsuka PT Anda mungkin lebih tinggi atau lebih Sul rendah Jan Kede Jircki d aadt Cetiatan 0 9 0 9 0 9 15 9 14 9"
minuman (1149).jpg,"INFORMASI NILAI GIzI Konsen Takaran saji: 250 mL Kation 1,5 Sajian per Kemasan Nat JUMLAH PERSAJIAN Cazt Energi Total 60 kkal Mgzt %AKG"" Lemak Total 0% BPOM Lemak Jenuh 0% MINUN Protein 0% Isi bers Karbohidrat Total 5% Gula Garam (natrium) 120 mg 8% Persen AKG bordasarkan kobutuhan onergi 2150 kkal: Kebutuhan enorgi Otsuka F Ande mungkin lobih tinggi atau lobih rendah S Je Kede aradaaie# a S Cldec4an 0 9 0 9 0 9 15 9 14 9"
minuman (115).jpg,"INFORMASI NILAI GIZI Takaran Saji 1 Sajian per Kemasan Nul JUMLAH PER SAJIAN Energi Total 45 kkal %AKG"" Lemak Total 096 Lemak Jenuh 8 096 Eibandrat Total 95 Apple Gula Total ""8 (Natrium) 20mg Vitarimin A Tahukah Kam 1590 Vitamin € 1009 Mobta Vitamin B1 15qu Tah dibawa Oi 83 I590 tahun Iod4 86 ISq kali  Vitamni D 3oju m E Is9 kaaagai Nikmati Re Pesenk@ adosatkan Keburuhan eneoh lebiatnggratau energh Arda endon Kompos[el; pasit; pengatur [605441144% inaltoderstrin eksuak Ieh (1.59h dalam prenks vitamnin Deren (SMe Uadan elaaa 11 9 Garam 19 Vitamin Vitamin barkabuny  Vitamin borani Appia Nutrisai Kbatkoh munghn VITAM Gule I Hitat"
minuman (1150).jpg,"INFORMASI NILAI GIzI Konsen Takaran saji: 250 mL Kation 1,5 Sajian per Kemasan Nat JUMLAH PERSAJIAN Cazt Energi Total 60 kkal Mgzt %AKG"" Lemak Total 0% BPOM Lemak Jenuh 0% MINUN Protein 0% Isi bers Karbohidrat Total 5% Gula Garam (natrium) 120 mg 8% Persen AKG bordasarkan kobutuhan onergi 2150 kkal: Kebutuhan enorgi Otsuka F Ande mungkin lobih tinggi atau lobih rendah S Je Kede aradaaie# a S Cldec4an 0 9 0 9 0 9 15 9 14 9"
minuman (1151).jpg,"Production Codel Best Before (See bottom of the can) KEEP IN A COOL AND DRY PLACE Intormasl Nilal Giz Nutrition Facts Takaran SaJl 318 ml / Serving Size 318 ml Sajlan per Kemasan / Servings per Packege;1 Jumlah per sallan/ amount per serving Energl Total 120 kkal Energi dari Lemak 0ka Calorles 120 kcal Calories trom Fat 0 #AKG 0a Lemak TotaVTotal Fat 05 Lemak Jenuh/ Saturated Fat 02 Proteln/Proteln Karbohidrat Total / Carbohydrate 30 9 28 (Natrlum) /Sodlum 80 mng K AKG berdasarkan kebutuhan energi 213 energi anda "" Values are based on @ 0 ml values may be higher o lowar your needs kca Mdy Total Gula/Sugars Garam 2150 'Persen eu Kebutuhan tinggi  lebih mungkin rendah: t czotiou 'Percent 2150 Daily depatily Your daily calorie"
minuman (1152).jpg,Production Codel Best Before (See bottom of the can) KEEP IN A COOL AND DRY PLACE Intorasi Nilal Giz Nutrition Facts Takaran Sajl 318 ml / Serving Size 318 ml Sajian per Kemasan / Servings per Packege;1 Jumlah per sallan/ amount per serving Energl Total 120 kkal Energi dari Lemak 0ka Calores 120 kcal Calories trom Fat 0 #AKG 03 Lemak TotaVTotal Fat 05 Lemak Jenuh/ Saturated Fat 05 Proteln/Proteln Karbohidrat Total / Carbohydrate 30 9 28 (atrlum) /Sodlum 80 mng Kc AKG berdasarkan kebutuhan energi energi anda 4 Values are based on & 0 m values may ba highar or lowar your needs: kca Cdy Total Gula/Sugars Garam 2150 Persen eu aE4 Kebutuhan tnggi lebin mungkin rendah: Oee czotieu 2150 'Percent Daily depandily Your daily calorie
minuman (1153).jpg,"C n Vuciedc (Ascurdic Acid) Production Codel Best Before (See bottom of the can), KEEP IN A COOL AND DRY PLACE Intonmasl Nilal Giz Nutriton Facts Takaran Sell 318 ml / Serving Slze 318 ml per Kemasan / Servings per Package :1 Jumlah per saJlan/ amount per serving Energl Total 120 kkal Energi dari Lemak Oka Calordes 120 kcal Calories from Fat 0 kcal SAKG Lemak TotaV Total Fat 9 03 Lemak Jenuh/ Saturated Fat 03 Proteln/Proteln 05 Total Cerbohydrate 30 9 28 9 040 (atrlum) /Sodlum 80 mng AKG berdasarkan kebutuhan energi anda mungkin lebin tinggi = m Values are based o & W your values may b8 higher or lower calorie needs. Sajian @dv Karbohldrat Total Gula/Sugars Garam kkel 'Persen 2150 energi Jebih Kebutuhan atau rendah: Qied 'Percent calories Daily 2150 Your depending daily"
minuman (1154).jpg,3  Vuuciec (Ascurdic Acid) Production Codel Best Before (See bottom of the can): KEEP IN A COOL AND DRY PLACE Intonmasl Nilal Giz Nutriton Facts Takaran Sell 318 ml / Serving Slze 318 ml Sajian per Kemasan / Servings per Package:1 Jumlah per saJlan/ amount per serving Energl Total 120 kkal Energi dari Lemak Oka Calordes 120 kcal Calories from Fat 0 kcdl MAKG Lemak TotaV Total Fat 9 03 Lemak Jenuh/ Saturated Fat 05 Proteln/Proteln 05 Total Cerbohydrate 30 9 28 9 040 (atrlum) /Sodlum 80 mng AKG berdasarkan kebutuhan energi energi anda mungkin lebin linggi  m] Values are based o & W your values may b8 higher or lower calorie needs. SDv Karbohldrat Total Gula/Sugar3 Garam kkel 'Persen 2150 lebih Kebutuhan atau rendah: Qiet 'Percent calories  Daily 2150 Your depanding- daily
minuman (1155).jpg,"Ingredlents; erer SSudan Bleck Tea 017%4) Acidity Regulator (Chtuic erd; Sodium Citrate); nppisouice Julce Concentfate (0,097) Synthelic Blackcurrant Stabilizer Anttoxtoant (Ascorbic Acid) and Natural Sweetener Stevol Glcosides KEEP IN A COOL AND DRY PLACE Intormasl Nilal Glzl Nutrition Facb 318 ml / Serving Slze 318 ml 1 per Kemasan / 1 Servings per Packege Jumlah Per saJlan/amount per serving Total 80 kkal Energi dari Lemak 0 kal 80 kcal Calories from Fat 0 ObAKG TotalTotal Fat 9 03 Jenuh/ Saturated Fat 03 03 Total / Cerbohydrate 19 9 19 9 (Natrium) /Selt(Sodlum) 80 mng AKG berdasarkan kebutuhan energi energi anda mungkin Jebih Blau are based on & @) your may bo higher O Jower need8. Takaran Sajl Sajian Energl 6 Calories kcal CDy Lemak Lemak Proteln/Proteln Karbohldrat Total Gula/Sugars Garam Kkel ""Persen 2150 Jebin Kebutuhan tnggi rendah: Uiot ""Percent calonos Daily 2150 Values Your depending - daily values calorie"
minuman (1156).jpg,"Ingredlents; ater Sugar Black Tea (0.17% Acidity Regulator (Cituo Icid; Sodium Citrate); nPpigouice Julce Concentrate (0,097) Synthelic Blackcurrant Stabilizer Antoxtoant (Ascorbic Acid) and Natural Sweetener Stevol Glcosides KEEP IN A COOL AND DRY PLACE Intormasl Nilal Glzl Nutrition Facb 318 ml / Serving Slze 318 ml 1 per Kemasan / 1 Servings per Packege Jumlah per sajlan/ amount per serving Total 80 kkal Energi dari Lemak 0 kal 80 kcal Calories trom Fat 0 OAKG TotaVTotal Fat 9 03 Jenuh/ Saturated Fat 05 03 Total / Cerbohydrate 19 9 19 9 (Natrium) /Selt(Sodlum) 80 mng AKG berdasarkan kebutuhan energi alau energi anda mungkin Jebih are based on & 0) your mey be higher or lower need8. Takaran Sajl Sajian Energl 6 Calories kcel ODY Lemak Lemak Proteln/Proteln Karbohldrat Total Gula/Sugars Garam kkel ""Persen 2150 Jebih Kebutuhan tnggi rendah: Qiat ""Percent calonos Daily 2150 Values Your depending daily values calorie"
minuman (1157).jpg,"VAU ACNING Ingredlents: Sugar Bleck Tea (0.179), cid, Sodium Citrate), Julce Regulator (Citic Synthelic Blackcurrant nPpseouia Concentrate (,091uh Lcorbie Gcid GncINarurelegoeeteneolsewor @geosnde Glycosides KEEP IN A COOL AND DRY PLACE Intormasl Nilal Glzl Nutriton Facts 1 218 ml / Serving Size 318 ml Per Kemasan / 1 Servings per Packege Jumlah per sallan/amount per serving"" Total 80 kkal Energi dari Lemak 0 ka 80 kcal Calories from Fat 0 kcd MAKG TotaVTotal Fat 9 Saturated Fat ; Total / 19 0 19 9 (Nabrium) /Sah(Sodlum) 80 ng AKG berdasarkan kebutuhan energi K energi anda mungkin lebin unggi ar8 based on & 0 yout may be higher 0 JOwoi needs aer Acidity Takaran Sajl Sajian Energl"" 6 Calories ody Lemak Lemak Jenuh/ Proteln/Proteln Karbohldrat Total Carbohydrate Gula/Sugars Garam ""Persen 2150  Kebutuhan abd} al1  iendah ""Percent L- ca0tias Daily Your 2150 Values daily depailimu values calorie"
minuman (1158).jpg,"INFORMASI NILAI CIzZI: Takaran sajl 1 (320 ml) Jumlah Per Komasan: 1 JUMLAH PER SAJIAN] Energi Total: 120 kkal % AKG' Lemak Total % Lemak Jenuh % Protein % Karbohidrat Total % Gula 22,9 Garam (Natrium) 125 mg % Vitamin € 75% ""YAKG Bordasarkan Kobutuhan enert Kkal Kobutuhan enorgi anda Iebin tinggi atau rondan Mbuman Berperisa Leron- ^Sntent080o | 2028283(88948 Aalkandan balke Kaleng} 4201 Sgaibowah Jengsung Kecraan enrdaleu dngaaa} LA Qneun ( Dlproqul  Qudy 0ai kaleng Sajian 0 9 0 9 0 9 299' 2150 mungkin Jobih 534 dligunakan; aiminun 3 ne4 Menela"
minuman (1159).jpg,"INFORMASI NILAICIzI: Takaran sajl 1 (320 ml) Jumlah Per Komasan: 1 JUMLAH PER SAJIAN Energi Total: 120 kkal % AKG' Lomak Total % Lemak Jenuh 0 % Protein % Karbohidrat Total % Gula  22,0 Garam (Natrium) 125 mg % Vitamin C 75%  IAKG Bordasarkan Kobutuhan onorn Kkal Kobutuhan onorgl anda Iebin tnagi atou rondan: Mouman Berperisa l &me KKonsigen 02 08Q0 7282828 (8edue eauksi,dan baikk Kaleng} ealng aschguaeng lawgsung Konraan Iken dalge Ungoiae L Qanpun ( Dlpronute Qudx 0+i kaleng' Sajian 0 9 0 9 29 9 7150 mungkin lobih emon; 534 dligunakan; neah Teneala"
minuman (116).jpg,"INFORMASI NILAI GIZI Takaran Saji 1 Sajian per Kemasan Nul JUMLAH PER SAJIAN Energi Total 45 kkal %AKG"" Lemak Total 096 Lemak Jenuh 8 096 Eibandrat Total 95 Apple Gula Total ""8 (Natrium) 20mg Vitarimin A Tahukah Kam 1590 Vitamin € 1009 Mobta Vitamin B1 15qu Tah dibawa Oi 83 I590 tahun Iod4 86 ISq kali  Vitamni D 3oju m E Is9 kaaagai Nikmati Re Pesenk@ adosatkan Keburuhan eneoh lebiatnggratau energh Arda endon Kompos[el; pasit; pengatur [605441144% inaltoderstrin eksuak Ieh (1.59h dalam prenks vitamnin Deren (SMe Uadan elaaa 11 9 Garam 19 Vitamin Vitamin barkabuny  Vitamin borani Appia Nutrisai Kbatkoh munghn VITAM Gule I Hitat"
minuman (1160).jpg,"INFORMASI NILATOIZI:  Takaran sajl 1 (320 ml) Jumlah Sajian por Kemasan: 1 JUMLAH PER SAJIAN Energi Total: 120 kkall % AKG' Lomak Total) 0 9 0 % Lemak Jenuh 0 0 %6 Protein % Karbohidrat Total 290 % Gula  220 Garam (Natrium) 3125 mg  Vitamin C 776% Kkol ""%KAKG Dordasarkan Kobutuhan  Kobutuhan onoml anda Yobintinagi atou lobih rendah: Knan Berpelisa Lomon; 18001*282028 (Babe pal 'aReaie 09 QMTWA aika Gua kaleng 0, 9 enert1s0 mungkin Slgynak mnl."
minuman (1161).jpg,"INFORMASI NILAI GIZI Takaran Sell 250 ml 1,5 Sajian per Kemasan JUMLAH PER BAJWAN Energl total 110 kl Xag Lemak total Lemak Jenuh Proteln 0 Guioohkrat total 9 1 0 Garam (natrlum) 95 mg 6x Vtamh € 100x 'Xaxd bertatet beblatan cepz1@M1Kanal 1 eed eda moth bebh bodl eau bnn_ Berkarbonat Berperlea Lemon { Leyanan Koneumen: 08001-282828 (Beba8 Pulsa) Kode Produkei & balk dlgunakan (lhat peda baglan bawah kakng) Setelah dlbuka; eebalknye dlnlnum Bampal habk Wk dteayikan dalaun Kepktar Huelu 16720. Indostest Ie 8 # re Minuman seb8lum Iangaung Leblh Bodor"
minuman (1162).jpg,"INFORMASI NILAI GIZI Takaran Sell 250 ml 1,5 Sajian per Kemasan JUMLAH PER BAJWAN Energl total 110 kl Xag Lemak total Lemak Jenuh Proteln 0 Guioohkrat total 0 1 0 Garam (natrlum) 95 mg 6x Vtamhn € 100x 'axd bertatet benlatan cepz1@M1Kanal 1 eed eda mnoth bebh bodl dau bnn_ Berkarbonat Berperlea Lemon { Leyanan Koneumen: 08001-282828 (Beba8 Pulsa) Kode Produksi & balk dlgunakan (lhat peda baglan bawah kakng) Setelah dlbuka; eebalknye dlnlnum Bampal habk Wk dtsayikan dalaun Kepsktar Huelu Je 0 {odoa"" % Ie) 8 # ren Minuman sebelum Iangaung Leblh Bodor"
minuman (1163).jpg,"INFORMASI NILAI GIZI Takaran Sell 250 ml 1,5 per Kemasan JUMLAH PER BAJWAN Energl total 110 kal Sao Lemak total Lemak Jenuh Rrobonkrat  btal 27 0 9 Gula 20 Garem (natrlum) 95 mg OX Vtamhn € 100X XMO berteete bblaten ter %10teI Klae  ededa mnoth bbh bel uu ean Cnll Mlnuman Berkarbonat Berperlea Lamon Konsumon: 08001-282828 (Beba8 Pulsa) Kode Produkei & balk digunakan (Ilhat pada baglan bawah kaleng) Betelah dlbuka, Bobalknya langsuna dllnum Bampal hable deajikar dukn Aeuueln Huah 8 Sajian Layanan sobo/umn Lebmh Fl"
minuman (1164).jpg,"INFORMASI NILAI GIZI Takaran Sel 250 ml 1,5 per Kemasan JUMLAH PER BAJWAN Energl total 110 kal Sao Lemak total Lemak Jonuh Rrobonkrat  btl 28 9 0 Gula 20 Garem (natrlum) 95 mg 0X Vtamh € 1001 Xio berteetknbnadan tev 21@ke Kall edtda moth amn bel uu emn Aall Mlnuman Berkarbonat Berperlea Lamon Koneumen: 08001-282828 (Beba8 Pulsa) Kode Produksi & balk digunakan (Ilhat pada baglan bawah kaleng) Betelah dlbuka, Bobalknya langsuna dllnum Bampal hable Leblh' dsajikan dalun kepsalan Huah 2 Sajian Layanan sobo/umn Fl"
minuman (1165).jpg,"(Ponceau 4R Cl 16255, Karmoisin Cl 1 4720). Mengandung Alergen, lihat daftar bahan yang dicetak tebal 1 INFORMASI NILAI GIZI Takaran Saji 125 ml 2 JU?XLAH PER SAJIAN Energi Total : 80 Kkal 4 Energi dari Lemak 20 kkal Energi dari Lemak Jenuh : I0 kkal %AKG* Lerotekteral 2,5 g 4 % 1 0 0 % Lemak Jenuh % Protein 8 {% Karbohidrat Total 4 % & Gula Total 9 g Garam (Natrium) 65 4% Vitamin dan Mineral Vitamin A 20 % Vitamin BI 25 % Vitamin B2 15 Vitamin B3 20 Kalsium i0 Fostoesium 6  lodium 130 Biocin % Per $ e n Akg b erdas ark a n kebutuhan energi 2 |50 kkai Kebutuhan energi anda mungkin bih tinggi atau lebih rendah KOCOK DAHULU 1 DIMINUM 8 Perhatikan menggantikan Alr Susu Ibu untuk Bavi samoal usia 12 bulan| mg 18 14 g mg SEBELUM Tidak 3 3 untuk Tdak Cocok"
minuman (1166).jpg,"(Ponceau 4R Cl 16255, Karmoisin Cl 1 4720). Mengandung Alergen, lihat daftar bahan yang dicetak tebal: 1 INFORMASI NILAI GIZI Takaran Saji 125 ml 2 JU?YLAH PER SAJIAN Energi Total : 80 Kkal ! Energi dari Lemak 20 kkal Energi dari Lemak Jenuh : I0 kkal %AKG"" Lerolekteral 2,5 g 4 % 1 0 0 % Lemak Jenuh % Protein 8  % Karbohidrat Total 4 % & Gula Total 9 g Garam (Natrium) 65 4% Vitamin dan Mineral Vitamin A 20 % Vitamin BI 25 % Vitamin B2 15 Vitamin B3 20 Kalsium io Fostoesium 6  lodium 130 Biorin % Pef $ e 0 Akg b erdas a rk a 0 kebutuhan energi 2 |50 kkai Kebutuhan energi anda mungkin sbih tinggi atau lebih rendah KOCOK DAHULU 1 DIMINUM 8 Perhatikan menggantikan Alr Susu Ibu untuk Bavi samoal usia 12 bulan) m? 1 8 14 g m? SEDELUM Tidak 3 3 untuk Tdak Cocok"
minuman (1167).jpg," Vitamin; Pewarna Sintetik (Ponceau 4R Cl 16255, Karmoisin Cl 1 4720): Mengandung Alergen, lihat daftar bahan yang dicetak tebal: 1 INFORMASI NILAI GIZI Takaran 125 ml JUMLAR PER SAJIAN 1 Energi Total : 80 Kkal Energi dari Lemak 20 kkal @0 Energi dari Lemak Jenuh : I0 kkal %AKG* Lemak Total 2,5 8 4 Lerodesfenoh 0 % 1 Protein 1g # Karbohidrat Total 14 8 4 % Gula Total 9 & Garam (Natrium) 65 8 Vitamin dan Mineral 4% Vitamin A Vitamin BI 20 % Vitamin B2 25 % Vitamin B3 15 Kalsium 20 Fostoesium "" 1 lodium 4 Biotin 130 % kedtue@ Akg bendasark a n keburtaan energi 2 15 0 kka/ # uinggiatau Eebit endahda mungkin PCOK DamLLM 1 Saji mg 18 m? SELELUM"
minuman (1168).jpg,"do Vitamin; Pewarna Sintetik (Ponceau 4R Cl 16255, Karmoisin Cl 1 4720): 'Mengandung Alergen, lihat daftar bahan yang dicetak tebal 1 INFORMASI NILAI GIZI Takaran 125 ml JUMLAR PER SAJIAN 1 Energi Total : 80 Kkal Energi dari Lemak 20 kkal @ Energi dari Lemak Jenuh : I0 kkal %AKG* Lemak Total 2,5 Kolesterol 0 8 4 1 PeoteinJenuh 18 # 1g Karbohidrat Total 14 g 4 % Gula Total 9 & Garam (Natrium) 65 8 Vitamin dan Mineral 4% Vitamin A Vitamin BI 20 % Vitamin B2 25 % Vitamin B3 15 Kalsium 20 Fostoesium ""  lodium 4 Biotin 130 % ked 'uea Akg berdasarkan kaburthaan energi 2 15 0 kka/ # uinggiatau Eebit endahda mungkin PCOK DamiLM 1 Saji mg m? SELFLUM"
minuman (1169).jpg,"NUTRITION FACTS/ INFORMASI NILAI Gizi Serving Size/Takaran Saji 125 ml 1.5 per Pack 1.5 Sajian per Kemasan AMQUNT PER SERVING/ JUMLAH PER SAJIAN Total CaloriesEnergi Total 70 kcalkkal Calories from Fati Energi dari Lemak 15 kcakkal %DV*PlAKG* Total Fatjemak Total 1.5g 3%/ Trans FatLemak Trans 0g CholesterolKolesterol 4mg 1% Saturated Fatemak Jenuh 1g 6% Protein 29 4% Total Carbohydrate/ Karbohidrat Total 12g 4% Dietary Fiber/Serat Pangan  3 g 11% Soluble Fiberl Serat Pangan Larut 3 Total Sugars/Gula Total Sucrose/Sukrosa 8 6 8 a LactoselLaktosa M Salt (Sodiumy Garam (Natrium) 50 mg  3% I0 PotassiumKKalium 2%/ Ja CalciumKKalsium 35% Percent Daily Values are based on a 2150 calorie diet Your daily values may be higher Ja or lower dlepending on your calore necys: Persen AKG , berdasarkan kebutuhan energi 2150 kkal Kebutuhan energi anda mungkin Ieblh tinggi atau lebih rendan: Ingredients: CCo Oi Skimmed  Yogurt, Servings Dietary '"
minuman (117).jpg,"INFORMASI NILAI GIZI Takaran Saji 1 Sajian per Kemasan Nul JUMLAH PeR SaJIRC] Energi Total 45kkal %AKG"" Lemak Total 096 Lemak Jenuh 0%6 EiadatTotal 11 0 93 Apple Gula Totai 9 (Natrlum) 1% Vitamin Vtamin A 1590 Tahukah Kamu Vitamin € Vitamin 81 100w 63 1590 Tah dibawa ofal 86 I5q0 kali tahun Iad"" 0 Isqu barkabang"""" Vitami [ Cat borani U Kaajud peisen AN} Ni Teonatnat vaton erortontotahonagsa | Larisai = tnggi Keahencuon: anSHHR Tecsln pengaut Aceaieiu Te [ eune cualgdoli (1590, dalam !Sacher Iattam perta Ohtensaun danln 1[ 3 11 9 Garam 20mg manta Vitamin Vtauuin Mctb At nati Ta Ae alfat VITAMI Ke Ia"
minuman (1170).jpg,"NUTRITION FACTS/ INFORMASI NILAI Gizi Serving Size/Takaran Saji 125 ml 1.5 per Pack 1.5 Sajian per Kerasan AMQUNT PER SERVING/ JUMLAH PER SAJIAN Total CaloriesEnergi Total 70 kcalKkal Calories from Fati Energi dari Lemak 15 kcalkkal %DV*PlAKG* Total Fatjemak Total 1.5g 3%/ Trans FatLemak Trans 0g CholesterolKolesterol 4mg 1% Saturated Fatemak Jenuh 1 6% Protein 2 9 4%/ Total Carbohydrate] Karbohidrat Total 12g 4% Dietary Fiber/Serat Pangan  3g 11% Soluble Dietary Fiber/ Serat Pangan Larut 3 Total Sugars/Gula Total Sucrose/Sukrosa 6 I 8 a6 LactoselLaktosa 2 M Salt (Sodium) Garam (Natrium) 50 mg  3% I0 PotassiumKKalium 2%/ Ja CalciumKKalsium 35% Percent Daily Values are based on a 2150 calorie diet Your daily values may be higher a Or ~lower dlepending on your calore necys: Persen AKG   berdasarkan kebutuhan energi 2150 kkal Kebutuhan energi anda mungkin Ieblh tinggi atau lebih rendan Ingredients: Cco i| Skimmed Yogurt, Servings"
minuman (1171).jpg,"fra NUIRIIION FACTSI INFORMASI NILAI Gizi Size/Takaran Saji 125 ml 1.5 per Packl 4.5 Sajian per Kerasan AMQUNI PER SERVING/ JUMLAH PER SAJIAN Total Calories/Energi Total 70 kcalkkal Calories Faty Energi dari Lemak 15 kcalikkal %DV*PlAKG"" Total FatLemak Total 1.5g 3%/ Trans Fatlemak Trans 0g CholesterolKolesterol 4mg 1% Saturated FaVemak Jenuh 1 6% Protein 2 9 4%/ Total Carbohydrate] Karbohidrat Total  12g 4% Dietary Fiber/Serat Pangan ' 3g 11% Soluble Fiberl Serat Pangan Larut Total Sugars/Gula Total ' Sicoseiahossa 8 3 Salt (Sodiumy Garam (Natrium) 50 mg 3% ai PotassiumKKalium Ts CalciumKalsium 2% 35% Percent _ Values are based on a 2150 L calore dliet Your daily values maybe higner Eda or lower, depending on your calorie needs Persen AKG  berdasarkan   kebutuhan K energi 2150 Kkal Kebutuhan _ Inde mungkin lebih  energi anda par tinggi atau lebih rendah: NK Ingredients: Ii Water Cunar Qe Skimmed Yogurt, Serving Servings from Dietary' Dail"
