filename,text
minuman (2219).jpg,Buy U RMA GET 44 Takaran saji: 35g 5 Sajian per Kemasan JUMLAH PER SAJIAN Energi total 140kkal Energi dari lemak 25 kkal %AKG* Lemak Total 3 9 4% Lemak Trans 0 g Lemak Jenuh 1.5 mg 7% Kolesterol 5 g 2% Protein 8 14% Karbohidrat Total 19 6% Gula Total 18 1 Sukrosa 4 Laktosa 14 Garam (Natrium) 80 mg 5 % Vitamin A 70 mcg 10 % Vitamin D3 5.5 mcg 35 % Vitamin B1 (Thiamin) 0.4 mg 30 % Vitamin B2 (Riboflavin) 0.7 mg 45 % Vitamin B12 (Kobalamin) 0.2 mcg 10 % Kalium 245 mg 6 % Kalsium 300 mg 25 % Fosfor 70 mg 10 % Magnesium 8 mg 2 % Zink 0.5 mg 4 % Isoleusin 400 mg a F 
minuman (222).jpg,"42212 28 INFORMASI NILAI GIZI Takaran Saji 11g 1 Sajian per Kemasan NutriSe JUMLAH PER SAJIAN Energi Total 45 kkal %AKG"" Lemak Total 0% Lemak Jenuh 0% Proteln 09 0% Madu (e Karbohidrat Total 3% Gula Total 99 Garam (Natrium) 15m9 196 Vitamin dan Mineral Tahuiah Kamut Vitamln A 15% Vitamln € 1009 Vitamln B1 1596 Manfadi nadu don Vitamln B3 1596 Iaarsh {at Fn Vitamln B6 1590 Nman Vitamln D 30% Jatrang: par Vitamin E 1590 magan Jnmarot dan Kalsium 4% bis Iq Hlaparkai Fosfor 8% Joruls AKG berdasarkan kebutuhan energi 2150kkal; Kebutuhan energi Anda munak leblh tinggi atal VitaN €@ WKomposein Gula pasir; pengatur keasa Ktodekstrin, dalam | Sachet} perisa (alaml dan sintetlk) (mengandung 106"" antoksldan tokoferol) , penstabll nabath mlneral Krlkalsium fosfat   premlks  vltamim buatan (asesulfam-K dan sukralosah Naci, pewarna sintetis (antrazin Cl No; 19140 dan kuning FCF"" C; No:159351, serbuk madu (0,01%), serbuk jeruk (0.01%). customer [ Adi TOI Go H 119 Cajato Persen pemanls garam HlI lou aelaiI,"
minuman (2220).jpg,Bur RMA GEL 1  Takaran saji: 5 Sajian per Kemasan JUMLAH PER SAJIAN Energi total 140kkal Energi dari lemak 25 kkal %AKG* Lemak Total 3 9 4% Lemak Trans 0 g Lemak Jenuh 1.5 mg 7% Kolesterol 5 g 2% Protein 8 g 14 % Karbohidrat Total 19 6% Gula Total 18 8 Sukrosa 4 Laktosa 14 9 Garam (Natrium) 80 mg 5% Vitamin A 70 mcg 10 % Vitamin 03 5.5 mcg 35 % Vitamin B1 (Thiamin) 0.4 mg 30 % Vitamin B2 (Riboflavin) 0.7 mg 45 % Vitamin B12 (Kobalamin) 0.2 mcg 10 % Kalium 245 mg 6 % Kalsium 300 mg 25 % Fosfor 70 mg 1I0 % Magnesium 8 mg 2 % Zink 0.5 mg 4 % Isoleusin 400 m9 Aeci 35g
minuman (2221).jpg,INEGRAU Takaran saji: 4.5 Sajian per Kemasan JUMLAH PER SAJIAN Energi total 160kkal Energi dari lemak 30kkal %AKG* Lemak Total 3.5 9 5 % Lemak Trans 0 9 Lemak Jenuh 9 6 % Kolesterol ; mg 1 % Protein 9 12 % Karbohidrat Total 24 7 % Serat pangan total 2 9 7 % Serat pangan larut GulGOscanulin 1 Sukrosa 4 Laktosa 12 9 Garam (Natrium) 90 mg % Vitamin A 80 mcg 15% Vitamin D3 6.0 mcg 40% Vitamin B1 (Thiamin) 0.4 mg 30% Vitamin B2 (Riboflavin) 0.8 mg 50% Vitamin B12 (Kobalamin) 0.3mcg 10% Kalium 280 mg 6% Kalsium 350 mg 30% Fosfor 80 mg 10% Magnesium 9 mg 2% Zink 0.6 mg 4% porsen AVC LOCeC L 3 4og
minuman (2222).jpg,INAGRAU Takaran saji: 4.5 Sajian per Kemasan JUMLAH PER SAJIAN Energi total 160kkal Energi dari lemak 30kkal %AKG* Lemak Total 3.5 9 5 % Lemak Trans 0 9 Lemak Jenuh 9 6 % Kolesterol ; mg 1 % Protein 9 12 % Karbohidrat Total 24 7 % Serat pangan total 2 9 7 % Serat pangan larut GulGOstaulin 1 Sukrosa 4 Laktosa 12 9 Garam (Natrium) 90 mg % Vitamin A 80 mcg 15% Vitamin D3 6.0 mcg 40% Vitamin B1 (Thiamin) 0.4 mg 30% Vitamin B2 (Riboflavin) 0.8 mg 50% Vitamin B12 (Kobalamin) 0.3mcg 10% Kalium 280 mg 6% Kalsium 350 mg 30% Fosfor 80 mg 10% Magnesium 9 mg 2% Zink 0.6 mg 4% porsen AVO LOCeC L n 4og
minuman (2223).jpg,ANMRA Takaran saji: 4.5 Sajian per Kemasan JUMLAH PER SAJIAN Energi total 160kkal Energi dari lemak 30kkal %AKG* Lemak Total 3.5 9 5 % Lemak Trans 0 Lemak Jenuh 1 9 6 % Kolesterol mg 1 % Protein 3 9 12 % Karbohidrat Total 24 7 % Serat pangan total 2 7 % Seospangan larut %6 1 Gula Total Sukrosa 4 9 Laktosa 12 9 Garam (Natrium) 90 mg 6 % Vitamin A 80 mcg 15% Vitamin D3 6.0 mcg 40% Vitamin BI (Thiamin) 0.4 mg 30% Vitamin B2 (Riboflavin) 0.8 mg 50% Vitamin B12 (Kobalamin) 0.3mcg 10% Kalium 280 mg 6% Kalsium 350 mg 30% Fosfor 80 mg 10% Magnesium 9 mg 2% Zink 0.6 mg 4% Persen AKG berdasarkan kebutuhan enerai 4og
minuman (2224).jpg,INAGRA Takaran saji: 4.5 Sajian per Kemasan JUMLAH PER SAJIAN Energi total 160kkal Energi dari lemak 30kkal %AKG* Lemak Total 3.5 9 5 % Lemak Trans 0 Lemak Jenuh 9 6 % Kolesterol ; mg 1 % Protein 9 12 % Karbohidrat Total 24 7 % Serat pangan total 2 7 % Seospongan larut %6 1 Gula Total Sukrosa 4 9 Laktosa 12 9 Garam (Natrium) 90 mg 6 % Vitamin A 80 mcg 15% Vitamin D3 6.0 mcg 40% Vitamin BI (Thiamin) 0.4 mg 30% Vitamin B2 (Riboflavin) 0.8 mg 50% Vitamin B12 (Kobalamin) 0.3mcg 10% Kalium 280 mg 6% Kalsium 350 mg 30% Fosfor 80 mg 10% Magnesium 9 mg 2% Zink 0.6 mg 4% Persen AKG berdasarkan kebutuhan enerai 4og
minuman (2225).jpg,"INFORMASI NILAI GIZI Takaran Saji 35 g 7 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total 130 kkal Energi dari Lemak 10 kkal % AKG"" Lemak Total 1 9 7 % Lemak Trans 0 9 Lemak Jenuh 1 9 4 % Kolesterol 7 2 % Protein 6 9 10 % Karbohidrat Total 24 9 6 % Gula Total 13 9 Sukrosa 0 9 Laktosa 13 9 Garam (Natrium) 100 mg 7 % Vitamin A 85 ug 15 % Vitamin D3 7.5 ug 50 %6 Vitamin € 26 mg 30 % Vitamin E 2 mg 15 %0 Vitamin (Riboflavin) 0.4 mo 25 % Vitamin (Piridoksin) 0,7 mg 50 %0 Vitamin (Kobalamin) 0.,6 Hg 25 % Kalium 324 mg %0 mg B2 B6 B12"
minuman (2226).jpg,"INFORMASI NILAI GIzI Takaran Saji 35 g 7 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total 130 kkal Energi dari Lemak 10 kkal % AKG"" Lemak Total 1 9 7 % Lemak Trans 0 g Lemak Jenuh 1 g 4 % Kolesterol 7 2 % Protein 6 9 10 % Karbohidrat Total 24 9 6 % Gula Total 13 9 Sukrosa 0 9 Laktosa 13 9 Garam (Natrium) 100 mg 7 % Vitamin A 85 ug 15 % Vitamin D3 7.5 ug 50 % Vitarin € 26 mg 30 % Vitamin E 2 mg 15 % Vitamin (Riboflavin) 0.4 mg 25 % Vitamin B6 (Piridoksin) 0.7 mg 50 %0 Vitamin (Kobalamin) 0.6 Hg 25 % Kalium 324 mg Kalsium 550 mg 50 mg B2 B12"
minuman (2227).jpg,"% AKG"" Lemnak Total 9 1 % Lemak Trans Lemak Jeruh 9 4 % Kolesterol 7 mg 2 % Protein 6 9 10 % Karbohidrat Total 24 6 % Gula Total 13 Sukrosa 51 Laktosa 13 9 Garam (Natrium) 100 mg 7 % Vitamin A 85 ug 15 % Vitamin 03 7.5 ug 50 % Vitamin € 26 mg 30 % Vitamin E 2 mg 15 % Vitamin B2 (Riboflavin) 0.4 mg 25 % Vitamin B6 (Piridoksin) 0.7 mg 50 % Vitamin (Kobalamin) 0.6 ug 25 % Kalium 324 mg 6 % sapi Kalsium 550 mg 50 % akan Magnesium 100 30 % Fosfor 241 mg 35 % dari Zink 3 mg 20 % Kolagen 100 mg Persen AKG berdasarkan kebutuhan energi 2150 kkal; Kebutuhan energi Anda mungkin lebih tinggi atau Iebih rendah. ri KoMPOSISI dung B12 mg"
minuman (2228).jpg,"% AKG"" Lemnak Total 9 1 % Lemak Trans Lemak Jeruh 9 4 % Kolesterol 7 mg 2 % Protein 6 9 10 % Karbohidrat Total 24 6 % Gula Total 13 Sukrosa 51 Laktosa 13 9 Garam (Natrium) 100 mg 7 % Vitamin A 85 ug 15 % Vitamin 03 7.5 ug 50 % Vitamin € 26 mg 30 % Vitamin E 2 mg 15 % Vitamin B2 (Riboflavin) 0.4 mg 25 % Vitamin B6 (Piridoksin) 0.7 mg 50 % Vitamin (Kobalamin) 0.6 ug 25 % Kalium 324 mg 6 % sapi Kalsium 550 mg 50 % akan Magnesium 100 30 % Fosfor 241 mg 35 % dari Zink 3 mg 20 % Kolagen 100 mg Persen AKG berdasarkan kebutuhan energi 2150 kkal; Kebutuhan energi Anda mungkin Iebih tinggi atau Iebih rendah. ri KoMPOSISI dung B12 mg"
minuman (2229).jpg,"setelan proauk albuka_ INFORMASI NILAI GIZI Takaran Saji 40 g 6 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total 155 kkal Energi dari Lemak 25 kkal % AKG"" Lemak Total 3 9 % Lemak Trans 0 9 Lemak Jenuh 2 9 10 % Kolesterol 13 mg 4 % Protein 7 9 12 % Karbohidrat Total 26 9 6 % Gula Total 19 9 Sukrosa 5 9 Laktosa 13 9 Garam (Natrium) 100 mg 7 Vitamin A 95 Hg 15 % Vitamin D3 7.5 ug 50 Vitamin € 30 mg 35 % 2.5 mg 15 06 Vitamin E Vitamin B2 (Riboflavin) 0.A mg 30 % (Piridoksin) 0.7 mg 50 96 Vitamin (Kobalamin) 0.7 ug 30 % Vitamin B12 B6"
minuman (223).jpg,"42 7 INFORMASI NILAI GIZI Takaran Saji 11g 1 Sajian per Kemasan NutriSe JUMLAH PER SAJIAN Energi Total 45 kkal %AKG"" Lemak Total 0% Lemak Jenuh 0% Raobonidrat - Total 11 83 9% Madu (e Gula Total 83 Garam (Natrium) 15i9 19 Vitamin dan Mineral Tchuih Kamut Vitamln A 15% Vitamln € 1009 Vitamln B1 1596 @adu atn Vitamln B3 1596 6 {Gel  Vitamln B6 1590 Amala Vitamln D 30%0 patrane  Dar Vitamin E 1590 naggn Jnm roto dan Kalsium 4% bis ra Japarka Fosfor 8% Jorult AKG berdasarkan kebutuhan energi 2150 kkal. Kebutuhan energl Anda leblhtinggi ata_ VItAN € KKomposnin Gula Pasaiamngatur keimte Ktodekstrin dalam ( Sqchet pperlsa dan sintetlk) (mengandung 100' antlokslaan tokoferol), penstabll nabath mlneral Kikalsium fosfat   premlks  vitamim  pemanls buatan (asesulfam-K dan sukralosah Nach, pewarna sintetls (artrazin ClNo; 19140 FCF @; No; 15985), serbuk madu (0,01%),serbuk jeruk (0.01%). customeR [ Anld TOI Date Persen munabi garam HlI lou dan kuning NeLATIO"
minuman (2230).jpg,"Ctca picau CAOCAGa INFORMASI NILAI GIZI Takaran Saji 40 g 6 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total 1155 kkal Energi dari Lemak 25 kkal % AKG"" Lemak Total 5 9 4% Lemak Trans 0 9 Lemak Jenuh 2 9 10 % Kolesterol 13 mg 4 % Protein 7 9 112 % Karbohidrat Total 26 9 6 % Gula Total 119 9 Sukrosa 5 9 Laktosa 13 9 Garam (Natrium) Joo mg 7 % Vitamin A 95 g 15 %0 Vitamin D3 7.5 ug 50 %6 Vitamin @ 30 mg 35 %0 Vitamin E 2.5 mg 15 96 Vitamin (Riborlavin) 0,4 mg 30 % Vitamin B6 (Piridoksin) 10,7 mg 50 % Vitamin B12 (Kobalamin) 0 7 Ng 30:% Kalium 370 Igi 84 %0 E? B2"
minuman (2231).jpg,"Scce piouun Cicna. INFORMASI NILAI GIZI Takaran Saji 40 g 6 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total 1155 kkal Energi dari Lemak 25 kkal % AKG"" Lemak Total 3 9 4 % Lemak Trans 0 9 Lemak Jenuh 2 9 10 % Kolesterol 13 mg 4 % Protein 7 9 112 % Karbohidrat Total 26 9 6 % Gula Total 119 9 Sukrosa 5 9 Laktosa 13 9 Garam (Natrium) Ioo mg 7 % Vitamin A 95 Hg 15 %0 Vitamin D3 7.5 u9 50 %0 Vitamin @ 30 mg 35 % Vitamin E 2.5 mg 15 96 Vitamin B2 (Riboflavin) 0,4 mg 30 % Vitamin B6 (Piridoksin) 0,7 Ig 50 % Vitamin (Kobalamin) 0.7 ug 30 % Kalium 370 mg 84%0 E? B12"
minuman (2232).jpg,Sereian aipinaankan Gaiam waaan; tutup rapat dan simpan dalam ruangan yang kering dan sejuk: Habiskan dalam 1 bulan setelah produk dibuka: INFORMASI NILAI GIZI Takaran Saji 35 9 7 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total M15 kkal Energi dari Lemak 0 kkall % AKG  Lemak Total 0.519 1 % Omega 6 (Asam Linoleat) HOlmg 0 % Omega 3 (Asam &-linolenat) 4 mg 0 % Lemak Trans 0 9 Lemak Jenuh 0 9 0 % Kolesterol 5 mg 2 % Proteln 8 9 0S % Karbohldrat Total 20 9 6 % Gula Total 16 9 Sukrosa 0 9 Laktosa 16 g Garam (Natrium) 105 mg 7 Vitamin A 290 Hg 50 Vitamin D3 7.5 ug 50 % Vitamin € 32 mg 35 % Vitarnin E 2 mg 15 % Vitamln B1 (Thlamin) 0.2 mg 10 % LS ( Ea 
minuman (2233).jpg,Sereian aipinaankan Gaiam waaan; tutup rapat dan simpan dalam ruangan yang kering dan sejuk: Habiskan dalam 1 bulan setelah produk dibuka: INFORMASI NILAI GIZI Takaran Saji 35 9 7 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total Mi5 kkal Energi dari Lemak 0 kkall % AKG  Lemak Total 0.519 I% Omega 6 (Asam Linoleat) HOlmg 0 % Omega 3 (Asam &-linolenat) 4img 0 % Lemak Trans 0 9 Lemak Jenuh 0 9 0 % Kolesterol 5 mg 2 % Proteln 8 9 0S % Karbohldrat Total 20 9 6 % Gula Total 16 9 Sukrosa 0 9 Laktosa 16g Garam (Natrium) 105 mg 7 Vitamin A 290 Hg 50 % Vitamin Dz 7.5 ug 50 % Vitamin € 32 mg 35 % Vitarnin E 2 mg 15 % Vitamln B1 (Thlamin) 0.2 mg 10 % LS ( Ea 1
minuman (2234).jpg,tulup Tapal uai Smmipai uaiamn ruanigan yang kering dan sejuk Habiskan dalam 1 bulan setelah produk dibuka: INFORMASI NILAI GIZI Takaran Saji 35 9 7 Sajian per Kemasan JUMLAH PER SAJIAN: Energi Total Mi5ikkal Energi dari Lemak Oikkall % AKG  Lemak Total 0.519 1 % Omega 6 (Asam Linoleat) IOlmg 0i% Omega 3 (Asam &-linolenat) 4lmg 0i% Lemak Trans 0 9 Lemak Jenuh 0  9 0i% Kolesterol 5img 2i90 Proteln 019 13 % Karbohldrat Total 201 9 6 % Gula Total 116 9 Sukrosa 0 9 Laktosa Iellg Garam (Narrium) 105 mg Vitamin 1290 49 50 % Vitamin DS 175 ug 50 % Vitamin @ 12 mg 35 % Vitamin & 2mg 15 % Vitamin Bll (Tnarnin) 042 mg 10 % Vitamin B2 (Ribofiaviny 042 mg 10 % 7 %
minuman (2235).jpg,"pcian Seleian proauk dibuka: INFORMASI NILAI GIZI Takaran Sajll 35 9 7 Sajian perK emasan JUMLAH Per SAJIAN: Energl Total HS kkal Energi dari Lemak 0 kkal % AKG"" Lemak Total 0.5 9 1 % Omega 6 (Asam Linoleat) 10 mg 0 % Omega 3 (Asam a-linolenat) 4 mg 0 % Lemak Trans 0 9 Lemak Jenuh 0 9 0 % Kolesterol 5 mg 2 % Proteln 8 9 13 % Karbohldrat Total 20 9 6 % Gula Total 16 9 Sukrosa 0 9 Laktosa 16 9 Garam (Natrium) 105 mg 1 % Vitamin A 290 Hg 50 % Vitamin D3 7,5 Hg 50 % Vitamin € 32 mg 35 % Vitamin € 2 mg 15 % Vitamin B1 (Thiamin) 0.2 mg J0 %"
minuman (2236).jpg,"Juian setelan produk dibuka: INFORMASI NILAI GIZI Takaran Sem 35 9 7 Salian per Kemasen JUMLAH PeR SaJiAn: Energl Total n15 kkal Energil dari Lemak 0 kkal % AKG"" Lemak Total 0.5 9 1 % Omega 6 (Asam Linoleat) 10 mg 0 % Omega 3 (Asam a-linolenat) 4 mg 0 % Lemak Trans 0 9 Lemak Jenuh 0 9 0 % Kolesterol 5 mg 2 % Proteln 8 9 13 % Karbohldrat Total 20 9 6 % Gula Total 16 9 Sukrosa 0 9 Laktosa 16 9 Garam (Natrlum) 105 mg 1 % Vitamin A 290 Hg 50 % Vitamin 03 7,5 ug 50 % Vitamin € 32 mg 35 % Vitamin E 2 mg 115 % Vitamin B1 (Thiamin) 0.2 mg HO %"
minuman (2237).jpg,"INFORMASI NILAI Gizi Jumlah Satuan n10Og /1OOkkal /1OOml Protein 9 10 2 1 Laktoferin mg 42 8,2 5,5 Taurin mg 40 7,8 5,2 Sistin 200 39 26 L-Karnitin mg 10 2 1,3 Lemak Total 9 27 5 3,5 AA mg 65 13 8,5 DHA mg 65 13 8,5 Fosfolipid mg 230 45 30 Omega 6 mg 3270 632 425 Omega 3 mg 538 104 70 Omega 6 mg 3000 587 390 (Asam Linoleat) Omega 3 (Asam Alfa- mg 400 78 52 Linolenat) Karbohidrat Total 9 58 11 7 Serat Pangan 9 2 0,4 0,3 GOS mg 2000 391 260 Laktosa g 54 11 7 Vitamin : Vitamin A mcg RE 450 88 59 Beta Karoten mcg 45 8,8 5,9 Vitamin D mcg 8,8 1,7 1,1 Vitamin E mg a-TE 7 1,4 0,91 Vitamin K mcg 30 5,9 3,9 a Din Maico AOO 78 52"
minuman (2238).jpg,"INFORMASI NILAI Gizi Jumlah Satuan n10Og /1OOkkal /1OOml Protein 9 10 2 1 Laktoferin mg 42 8,2 5,5 Taurin mg 40 7,8 5,2 Sistin mg 200 39 26 L-Karnitin mg 10 2 1,3 Lemak Total 9 27 5 3,5 AA mg 65 13 8,5 DHA mg 65 13 8,5 Fosfolipid mg 230 45 30 Omega 6 mg 3270 632 425 Omega 3 mg 538 104 70 Omega 6 mg 3000 587 390 (Asam Linoleat) Omega 3 (Asam Alfa- mg 400 78 52 Linolenat) Karbohidrat Total 9 58 11 7 Serat Pangan 9 2 0,4 0,3 GOS 2000 391 260 Laktosa 9 54 11 7 Vitamin : Vitamin A mcg RE 450 88 59 Beta Karoten mcg 45 8,8 5,9 Vitamin D mcg 8,8 1,7 1,1 Vitamin E mg a-TE 7 1,4 0,91 Vitamin K mcg 30 5,9 3,9 a Ma Mnicol 40O 78 52 mg"
minuman (2239).jpg,"INFORMASI NILAI Gizi Jumlah Satuan n10Og /1OOkkal /1OOml Protein 9 10 2 1 Laktoferin mg 42 8,2 5,5 Taurin mg 40 7,8 5,2 Sistin mg 200 39 26 L-Karnitin mg 10 2 1,3 Lemak Total 9 27 5 3,5 AA mg 65 13 8,5 DHA mg 65 13 8,5 Fosfolipid mg 230 45 30 Omega 6 mg 3270 632 425 Omega 3 mg 538 104 70 Omega 6 mg 3000 587 390 (Asam Linoleat) Omega 3 (Asam Alfa- mg 400 78 52 Linolenat) Karbohidrat Total 9 58 11 7 Serat Pangan 9 2 0,4 0,3 GOS mg 2000 391 260 Laktosa 9 54 11 7 Vitamin : Vitamin A mcg RE 450 88 59 Beta-Karoten mcg 45 8,8 5,9 Vitamin D mcg 8,8 1,7 1,1 Vitamin E mg a-TE 7 1,4 0,91 Vitamin K mcg 30 5,9 3,9 Vitamin B1 mcg 400 78 52"
minuman (224).jpg,"NUTRITION FACTS/ INFORMASI NILAI Gizi AMOunt PER PACKAGEIJUMLAH PER KEMASAN Total Calories/Energi Total 50 kkalkkcal %DV*/% AKG"" Total Fat/Lemak Total 0% Saturated FatAemak Jenuh 09 0% Protein 09 0%6 Total Carbohydratel Karbohidrat Total 4% Total Sugars/Gula Total 19 8 Salt (Sodium)/Garam (Natrium) 120 mg 8% Vtamin Pa 7700% moy behignegoe } on a 2150 calore diet Your daiyy Seringlesoesdter Or depending on your calote tiettk Vi Hot WJte, kebutuhan energi 2150 kkah Taste the freshnen energi anda mungkin eoli {ingggatau_endan Retunjua Fen)-Ia dlnglnratau Raakun_Reseyaraiya racidand sodium Acldity Regulator Wuw Dalry Creamer Salt (pectln) sodium Heavenly Blunt A phosphatecand bokassium 149 09 13 9 Percent Daily "" Values  based  values , (lower Persen AkG berdasarkan Kebutuhan pann Faatehedlenusa (dirdc Sugal; Maltodextrin eahauua Artinaa dtrate), Havor; Non Stdbilizer Gatea snethy (Vegetable  chleride)) , ~cellulose; Wagb Papaja"
minuman (2240).jpg,"INFORMASI NILAI Gizi Jumlah Satuan n100g /1OOkkal /1OOml Protein 9 10 2 1 Laktoferin mg 42 8,2 5,5 Taurin mg 40 7,8 5,2 Sistin mg 200 39 26 L-Karnitin mg 10 2 1,3 Lemak Total 9 27 5 3,5 AA mg 65 13 8,5 DHA mg 65 13 8,5 Fosfolipid mg 230 45 30 Omega 6 mg 3270 632 425 Omega 3 mg 538 104 70 Omega 6 mg 3000 587 390 (Asam Linoleat) Omega 3 (Asam Alfa- mg 400 78 52 Linolenat) Karbohidrat Total 9 58 11 7 Serat Pangan 9 2 0,4 0,3 GOS mg 2000 391 260 Laktosa g 54 11 7 Vitamin : Vitamin A mcg RE 450 88 59 Beta-Karoten mcg 45 8,8 5,9 Vitamin D mcg 8,8 1,7 1,1 Vitamin E mg a-TE 7 1,4 0,91 Vitamin K mcg 30 5,9 3,9 Vitamin B1 mcg 400 78 52"
minuman (2241).jpg,"AA mg 65 13 8,5 DHA mg 65 13 8,5 Fosfolipid mg 230 45 30 Omega 6 mg 3270 632 425 Omega 3 mg 538 104 70 Omega 6 mg 3000 587 390 (Asam Linoleat) Omega 3 (Asam Alfa- mg 400 78 52 Linolenat) Karbohidrat Total 9 58 11 7 Serat Pangan 9 2 0,4 0,3 GOS mg 2000 391 260 Laktosa 9 54 11 7 Vitamin : Vitamin A mcg RE 450 88 59 Beta-Karoten mcg 45 8,8 5,9 Vitamin D mcg 8,8 1,,7 1,1 Vitamin E mg a-TE 7 1,4 0,91 Vitamin K mcg 30 5,9 3,9 Vitamin B1 mcg 400 78 52 (Tiamin) Vitamin B2 mcg 700 137 91 (Riboflavin) Vitamin B3 mcg 4000 783 520 (Niasin) Vitamin B5 mcg 4000 783 520 (Asam Pantotenat) Vitamin B6 mcg 300 59 39 (Piridoksin) Vitamin B9 mcg 100 20 13 (Asam Folat) Vitamin B12 mcg 1,5 0,29 0,2 (Kobalamin) Vitacin ( mo 80 16 10"
minuman (2242).jpg,"AA mg 65 13 8,5 DHA mg 65 13 8,5 Fosfolipid mg 230 45 30 Omega 6 mg 3270 632 425 Omega 3 mg 538 104 70 Omega 6 mg 3000 587 390 (Asam Linoleat) Omega 3 (Asam Alfa- mg 400 78 52 Linolenat) Karbohidrat Total 9 58 11 7 Serat Pangan 9 2 0,4 0,3 GOS mg 2000 391 260 Laktosa 9 54 11 7 Vitamin : Vitamin A mcg RE 450 88 59 Beta-Karoten mcg 45 8,8 5,9 Vitamin D mcg 8,8 1,,7 1,1 Vitamin E mg a-TE 7 1,4 0,91 Vitamin K mcg 30 5,9 3,9 Vitamin B1 mcg 400 78 52 (Tiamin) Vitamin B2 mcg 700 137 91 (Riboflavin) Vitamin B3 mcg 4000 783 520 (Niasin) Vitamin B5 mcg 4000 783 520 (Asam Pantotenat) Vitamin B6 mcg 300 59 39 (Piridoksin) Vitamin B9 mcg 100 20 13 (Asam Folat) Vitamin B12 mcg 1,5 0,29 0,2 (Kobalamin) Vitencin ( ma 80 16 10"
minuman (2243).jpg,INFORMASI NILAI GIZII NUTRITION FACTS Takaran saji/Serving size 45 g (3 sendok makanltablespoons) 4 Sajian per Kemasan/Servings per Pack JUMLAH PER SAJIANIAMOUNT PER SERVING Energi Total/Total Energy 180 kkal %AKG*/ %DV** Lemak Total/Total Fat 3.59 4 % Lemak Trans/Trans Fat Kolesterol/Cholesterol 10 mg 3 % DHA 50 mg amega 3 (Asam a-Linolenaty 13 mg Seoe enolenic Acid Lemak Jenuh/Saturated Fat 10 % Vorein S Karbohidrat Total/Total 8 % Carbohydrate Serat Pangan/Dietary Fiber 9 % Inulin 19 Gula Total/Total Sugars Gula (Sukrosa)Sugar (Sucrose) Laktosa/Lactose Garam (Natrium) Salt (Sodium) 120 mg 8 % Vitamin & Mineral Vitamin A 25 % Vitamin € E  0 9 29 10 9 27 9 49 18 9 49 149
minuman (2244).jpg,INFORMASI NILAI GIZII NUTRITION FACTS Takaran saji/Serving size 45 g (3 sendok makan/tablespoons) 4 Sajian per Kemasan/Servings per Pack JUMLAH PER SAJIANIAMOUNT PER SERVING Energi Total/Total Energy 180 kkal %AKG*/ %DV** Lemak Total/Total Fat 3.5g 4 % Lemak Trans/Trans Fat KolesterolCholesterol 10 mg 3 % DHA 50 mg 3 (Asam a-Linolenaty/ 13 mg 1 % 0 Lnolenic Acid Lemak Jenuh/Saturated Fat 10 % rorein 12 % Karbohidrat Total/Total 8 % Carbohydrate Serat Pangan/Dietary Fiber 9 % Inulin Gula Total/Total Sugars Gula (Sukrosa)/Sugar (Sucrose) Laktosa/Lactose Garam (Natrium) Salt (Sodium) 120 mg 8 % Vitamin & Mineral Vitamin A 25 % Vitamin € E l 0 9 Orega 29 10 9 27 9 49 19 18 9 49 149
minuman (2245).jpg,INFORMASI NILAI GIZI NUTRITION FACTS Takaran saji/Serving size 45 g (3 sendok makanltablespoons) 4 Sajian per Kemasan/Servings per Pack JUMLAH PER SAJIANIAMOUNT PER SERVING Energi Total/Total Energy 180 kkal %AKG*/ %DV** Lemak Total/Total Fat 4 % Lemak Trans/Trans Fat 0g Kolesterol/Cholesterol 10 mg 3 % DHA 50 mg amega 3 (Asam a-Linolenaty/ 13 mg 388 4 Tnolenic Acid Lemak Jenuh/Saturated Fat 10 % porein 12 %0 Karbohidrat Total/Total 8 % Carbohydrate Serat Pangan/Dietary Fiber 9 % Inulin 19 Gula Total/Total Sugars Gula (Sukrosa)/Sugar (Sucrose) Laktosa/Lactose Garam (Natrium)/Salt (Sodium) 120 mg 8 % Vitamin & Mineral Vitamin A 95 % 3.59 29 40 9 27 9 49 18 9 49 149
